GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
4482	1.88e-01	8.12e-02	0.1078	1.743938	0.1879166	144.12	MSRA	methionine sulfoxide reductase A
107984986	1.88e-01	8.12e-02	0.1349	1.743894	0.235302	127.21	LOC107984986	
107986430	1.89e-01	8.12e-02	0.1239	-1.743629	-0.2161205	100.81	LOC107986430	uncharacterized LOC107986430
105375120	1.89e-01	8.13e-02	0.2739	1.743471	0.4775642	21.51	LOC105375120	uncharacterized LOC105375120
101060389	1.89e-01	8.12e-02	0.1011	-1.743527	-0.1762837	208.2	TBC1D3D	TBC1 domain family member 3D
105374493	1.89e-01	8.13e-02	0.2101	-1.743391	-0.3662911	32.8	LOC105374493	uncharacterized LOC105374493
107987261	1.89e-01	8.13e-02	0.1967	-1.743111	-0.3428976	34.42	LOC107987261	
83549	1.89e-01	8.14e-02	0.0598	1.742351	0.1042322	857.27	UCK1	uridine-cytidine kinase 1
257160	1.89e-01	8.15e-02	0.1377	-1.742073	-0.2398111	1027.5	RNF214	ring finger protein 214
10514	1.89e-01	8.15e-02	0.1511	1.742032	0.2631767	4997.09	MYBBP1A	MYB binding protein 1a
153396	1.89e-01	8.15e-02	0.0668	-1.741945	-0.1162801	1147.42	TMEM161B	transmembrane protein 161B
10787	1.89e-01	8.15e-02	0.0433	-1.741864	-0.0754857	7629.18	NCKAP1	NCK associated protein 1
388677	1.89e-01	8.16e-02	0.1187	-1.741277	-0.2067009	414.21	NOTCH2NLA	notch 2 N-terminal like A
1951	1.89e-01	8.16e-02	0.1	-1.741233	-0.1740621	1343.14	CELSR3	cadherin EGF LAG seven-pass G-type receptor 3
25976	1.89e-01	8.16e-02	0.1125	1.741266	0.1959695	2622.15	TIPARP	TCDD inducible poly(ADP-ribose) polymerase
2288	1.89e-01	8.16e-02	0.0568	1.741401	0.0988734	9414.05	FKBP4	FKBP prolyl isomerase 4
56992	1.89e-01	8.17e-02	0.1912	-1.740937	-0.3328546	1052.49	KIF15	kinesin family member 15
7466	1.89e-01	8.17e-02	0.0489	1.740842	0.0850601	1581.1	WFS1	wolframin ER transmembrane glycoprotein
221442	1.89e-01	8.17e-02	0.1833	-1.74071	-0.3190208	136.98	ADCY10P1	ADCY10 pseudogene 1
26054	1.90e-01	8.18e-02	0.0593	1.740273	0.1032611	2790.98	SENP6	SUMO specific peptidase 6
54058	1.90e-01	8.18e-02	0.1743	-1.740306	-0.3033688	579.61	C21orf58	chromosome 21 open reading frame 58
105375534	1.90e-01	8.18e-02	0.4144	-1.740053	-0.721142	8.81	LOC105375534	uncharacterized LOC105375534
122769	1.90e-01	8.20e-02	0.1	1.739185	0.1739437	605.32	LRR1	leucine rich repeat protein 1
105371380	1.90e-01	8.20e-02	0.2961	1.739092	0.5149221	27.19	LOC105371380	
4287	1.90e-01	8.22e-02	0.0906	-1.738311	-0.1575258	918.63	ATXN3	ataxin 3
79631	1.90e-01	8.22e-02	0.0643	1.73833	0.1118034	913.09	EFL1	elongation factor like GTPase 1
54899	1.90e-01	8.22e-02	0.0652	1.738049	0.113376	741.32	PXK	PX domain containing serine/threonine kinase like
102546294	1.90e-01	8.22e-02	0.3853	1.737981	0.6696909	11.56	FBXO38-DT	FBXO38 divergent transcript
85403	1.91e-01	8.26e-02	0.0814	1.736068	0.1412448	2222.9	EAF1	ELL associated factor 1
6138	1.91e-01	8.25e-02	0.0409	1.736117	0.0710618	28784.93	RPL15	ribosomal protein L15
9589	1.91e-01	8.26e-02	0.073	1.735907	0.12676	2464.28	WTAP	WT1 associated protein
26147	1.91e-01	8.26e-02	0.1012	-1.735872	-0.1756691	1299.12	PHF19	PHD finger protein 19
3770	1.91e-01	8.26e-02	0.1158	-1.735966	-0.2011079	143.8	KCNJ14	potassium inwardly rectifying channel subfamily J member 14
10284	1.91e-01	8.26e-02	0.0809	1.735532	0.140396	3992.91	SAP18	Sin3A associated protein 18
23673	1.91e-01	8.27e-02	0.084	1.735396	0.1457337	1309.2	STX12	syntaxin 12
100134713	1.91e-01	8.27e-02	0.1147	1.73544	0.1990061	304.74	NDUFB2-AS1	NDUFB2 antisense RNA 1
84327	1.91e-01	8.27e-02	0.1928	1.735303	0.33461	692.55	ZBED3	zinc finger BED-type containing 3
100507557	1.91e-01	8.27e-02	0.1351	1.735129	0.234353	103.7	EPM2A-DT	EPM2A divergent transcript
83700	1.91e-01	8.27e-02	0.2603	1.735187	0.4515999	19.37	JAM3	junctional adhesion molecule 3
22856	1.91e-01	8.27e-02	0.0689	1.735099	0.1194838	1507.16	CHSY1	chondroitin sulfate synthase 1
1537	1.91e-01	8.27e-02	0.0484	-1.735033	-0.0839869	8683.34	CYC1	cytochrome c1
105376289	1.91e-01	8.27e-02	0.3673	-1.73497	-0.6372783	15.73	LOC105376289	uncharacterized LOC105376289
100506190	1.91e-01	8.28e-02	0.1555	-1.734814	-0.2697317	762.35	LINC00963	long intergenic non-protein coding RNA 963
105378629	1.91e-01	8.28e-02	0.4236	-1.73459	-0.7347845	10.29	LOC105378629	uncharacterized LOC105378629
54973	1.91e-01	8.28e-02	0.0515	-1.734532	-0.0893013	3651.01	INTS11	integrator complex subunit 11
728339	1.91e-01	8.29e-02	0.3861	1.734201	0.6695821	14.64	FRG1-DT	FRG1 divergent transcript
107987102	1.91e-01	8.29e-02	0.1816	-1.734193	-0.3148913	64.2	LOC107987102	uncharacterized LOC107987102
5169	1.92e-01	8.30e-02	0.351	-1.733598	-0.6085033	14.72	ENPP3	ectonucleotide pyrophosphatase/phosphodiesterase 3
8727	1.92e-01	8.30e-02	0.1085	-1.733519	-0.1881694	2565.75	CTNNAL1	catenin alpha like 1
2176	1.92e-01	8.30e-02	0.1209	-1.73331	-0.2095361	873.24	FANCC	FA complementation group C
4793	1.92e-01	8.30e-02	0.0797	1.733274	0.1382137	1227.41	NFKBIB	NFKB inhibitor beta
2794	1.92e-01	8.31e-02	0.0315	1.733175	0.0545877	4141.51	GNL1	G protein nucleolar 1 (putative)
595135	1.92e-01	8.31e-02	0.1003	1.733114	0.1738208	220.18	PGM5P2	phosphoglucomutase 5 pseudogene 2
9373	1.92e-01	8.31e-02	0.1042	1.73285	0.1805126	1748.99	PLAA	phospholipase A2 activating protein
55322	1.92e-01	8.32e-02	0.0837	1.732617	0.1450155	1116.26	C5orf22	chromosome 5 open reading frame 22
10585	1.92e-01	8.32e-02	0.0844	-1.732589	-0.1463164	949.88	POMT1	protein O-mannosyltransferase 1
102466658	1.92e-01	8.32e-02	0.2037	1.732638	0.3528945	50.41	MIR6510	microRNA 6510
4848	1.92e-01	8.32e-02	0.054	-1.732232	-0.0935366	2115.59	CNOT2	CCR4-NOT transcription complex subunit 2
147945	1.92e-01	8.32e-02	0.2098	-1.732257	-0.3634865	30.38	NLRP4	NLR family pyrin domain containing 4
285704	1.92e-01	8.33e-02	0.0647	-1.731804	-0.1120537	784	RGMB	repulsive guidance molecule BMP co-receptor b
1506	1.92e-01	8.34e-02	0.2146	1.731405	0.3716069	128.35	CTRL	chymotrypsin like
100130705	1.92e-01	8.34e-02	0.1547	1.731288	0.2678965	63.74	ATP6V1FNB	ATP6V1F neighbor
101730217	1.92e-01	8.34e-02	0.0724	-1.731207	-0.1252882	936.56	SPECC1L-ADORA2A	SPECC1L-ADORA2A readthrough (NMD candidate)
4548	1.92e-01	8.34e-02	0.0799	-1.731061	-0.1383818	2502.2	MTR	5-methyltetrahydrofolate-homocysteine methyltransferase
55076	1.92e-01	8.35e-02	0.0938	1.730846	0.1622896	342.88	TMEM45A	transmembrane protein 45A
7678	1.92e-01	8.35e-02	0.1426	1.730717	0.2468602	339.7	ZNF124	zinc finger protein 124
3097	1.92e-01	8.35e-02	0.1309	-1.73061	-0.2265841	1111.28	HIVEP2	HIVEP zinc finger 2
5104	1.93e-01	8.37e-02	0.1767	-1.729729	-0.3055829	298.5	SERPINA5	serpin family A member 5
6813	1.93e-01	8.37e-02	0.0636	1.72966	0.1100872	3287.38	STXBP2	syntaxin binding protein 2
10984	1.93e-01	8.37e-02	0.086	1.729539	0.148732	424.57	KCNQ1OT1	KCNQ1 opposite strand/antisense transcript 1
107985879	1.93e-01	8.37e-02	0.2495	-1.729402	-0.4315408	93.74	LINC01833	long intergenic non-protein coding RNA 1833
100329109	1.93e-01	8.37e-02	0.1581	1.729413	0.2734726	53.89	GCSHP3	GCSH pseudogene 3
100874111	1.93e-01	8.39e-02	0.131	1.728703	0.226384	234.5	STEAP3-AS1	STEAP3 antisense RNA 1
339524	1.93e-01	8.39e-02	0.2965	-1.72825	-0.5124861	18.53	LINC01140	long intergenic non-protein coding RNA 1140
201305	1.93e-01	8.39e-02	0.3163	1.728281	0.5466428	16.32	SPNS3	SPNS lysolipid transporter 3, sphingosine-1-phosphate (putative)
100506898	1.93e-01	8.39e-02	0.3806	-1.728236	-0.6577212	11	MAGOH2P	mago homolog 2, pseudogene
6263	1.93e-01	8.40e-02	0.2766	1.728119	0.4780817	42.1	RYR3	ryanodine receptor 3
1263	1.93e-01	8.41e-02	0.0994	1.727577	0.1716697	1439.56	PLK3	polo like kinase 3
9476	1.93e-01	8.41e-02	0.1258	1.727565	0.2172787	130.09	NAPSA	napsin A aspartic peptidase
4568	1.93e-01	8.41e-02	0.0728	1.727206	0.1256955	1296.45	TRNL2	tRNA-Leu
123688	1.94e-01	8.42e-02	0.1152	-1.726912	-0.1990066	189.47	HYKK	hydroxylysine kinase
4952	1.94e-01	8.42e-02	0.0685	1.726773	0.1183655	2037.2	OCRL	OCRL inositol polyphosphate-5-phosphatase
55916	1.94e-01	8.43e-02	0.136	-1.726499	-0.2347879	554.37	NXT2	nuclear transport factor 2 like export factor 2
219654	1.94e-01	8.43e-02	0.1542	-1.72619	-0.2662125	785.96	ZCCHC24	zinc finger CCHC-type containing 24
286827	1.94e-01	8.43e-02	0.1432	-1.726031	-0.2472176	1073.28	TRIM59	tripartite motif containing 59
55092	1.94e-01	8.44e-02	0.0755	1.725607	0.1302257	676.15	TMEM51	transmembrane protein 51
107985989	1.94e-01	8.45e-02	0.2052	-1.725207	-0.3539544	52.56	LOC107985989	
1013	1.94e-01	8.45e-02	0.1728	-1.725314	-0.2981088	219.54	CDH15	cadherin 15
115290	1.94e-01	8.45e-02	0.1083	-1.725246	-0.1869103	541.76	FBXO17	F-box protein 17
105375001	1.94e-01	8.45e-02	0.218	-1.725037	-0.3759943	76.77	LOC105375001	uncharacterized LOC105375001
100507173	1.94e-01	8.45e-02	0.1606	-1.725013	-0.2770044	167.97	LINC01012	long intergenic non-protein coding RNA 1012
54778	1.94e-01	8.45e-02	0.0471	1.725107	0.0811885	1676.83	RNF111	ring finger protein 111
84838	1.94e-01	8.46e-02	0.0616	-1.724813	-0.1061972	2100.19	ZNF496	zinc finger protein 496
5610	1.94e-01	8.46e-02	0.0496	1.724664	0.0854963	3680.77	EIF2AK2	eukaryotic translation initiation factor 2 alpha kinase 2
107985014	1.94e-01	8.46e-02	0.3565	1.724611	0.6148632	12.86	LOC107985014	uncharacterized LOC107985014
116150	1.94e-01	8.46e-02	0.0412	1.724335	0.0710671	3302.89	NUS1	NUS1 dehydrodolichyl diphosphate synthase subunit
23492	1.94e-01	8.46e-02	0.1284	-1.724388	-0.2214047	1189.43	CBX7	chromobox 7
55634	1.94e-01	8.47e-02	0.0995	1.724042	0.1714819	303.9	KRBOX4	KRAB box domain containing 4
130162	1.94e-01	8.47e-02	0.0777	1.723862	0.1338643	315.9	CLHC1	clathrin heavy chain linker domain containing 1
9855	1.95e-01	8.48e-02	0.1144	-1.723519	-0.1971563	731.49	FARP2	FERM, ARH/RhoGEF and pleckstrin domain protein 2
92002	1.95e-01	8.48e-02	0.0631	1.723459	0.1087513	626.4	CCNQ	cyclin Q
445	1.95e-01	8.50e-02	0.0954	-1.722542	-0.1642468	2467.69	ASS1	argininosuccinate synthase 1
79603	1.95e-01	8.50e-02	0.0582	-1.722379	-0.1003235	712.81	CERS4	ceramide synthase 4
100126321	1.95e-01	8.50e-02	0.2107	1.722238	0.36295	29.35	MIR922	microRNA 922
51706	1.95e-01	8.51e-02	0.1104	1.722018	0.1900482	614.86	CYB5R1	cytochrome b5 reductase 1
114881	1.95e-01	8.51e-02	0.1665	1.722049	0.2867072	1283.91	OSBPL7	oxysterol binding protein like 7
285600	1.95e-01	8.52e-02	0.1454	1.721397	0.2502478	74.41	KIAA0825	KIAA0825
101928043	1.95e-01	8.52e-02	0.2991	-1.721241	-0.5148767	20.52	LINC01635	long intergenic non-protein coding RNA 1635
114483833	1.95e-01	8.53e-02	0.4248	-1.72099	-0.7310425	8.76	H2BK1	H2B.K variant histone 1
127933	1.95e-01	8.53e-02	0.0466	1.720506	0.0800956	10723.04	UHMK1	U2AF homology motif kinase 1
6256	1.95e-01	8.53e-02	0.0771	-1.720716	-0.1327238	2298.06	RXRA	retinoid X receptor alpha
999	1.95e-01	8.53e-02	0.086	1.72056	0.1479092	3670.64	CDH1	cadherin 1
7703	1.95e-01	8.53e-02	0.0842	-1.720555	-0.1449242	1176.28	PCGF2	polycomb group ring finger 2
23541	1.95e-01	8.53e-02	0.0906	1.720529	0.1558688	756.88	SEC14L2	SEC14 like lipid binding 2
201617	1.96e-01	8.54e-02	0.352	-1.720319	-0.6056341	15.61	LINC00870	long intergenic non-protein coding RNA 870
1950	1.96e-01	8.54e-02	0.276	-1.720002	-0.4746722	23.22	EGF	epidermal growth factor
6119	1.96e-01	8.54e-02	0.1152	-1.720039	-0.1981389	1039.01	RPA3	replication protein A3
100128054	1.96e-01	8.54e-02	0.4209	-1.720167	-0.7240245	10.28	PLCE1-AS1	PLCE1 antisense RNA 1
51026	1.96e-01	8.54e-02	0.1673	-1.720043	-0.2878404	1580	GOLT1B	golgi transport 1B
107984455	1.96e-01	8.55e-02	0.3361	-1.719765	-0.5780383	15.06	LOC107984455	uncharacterized LOC107984455
105372579	1.96e-01	8.55e-02	0.2689	-1.719668	-0.4623451	35.22	LOC105372579	uncharacterized LOC105372579
7879	1.96e-01	8.55e-02	0.0429	-1.719607	-0.0736898	7765.85	RAB7A	RAB7A, member RAS oncogene family
29952	1.96e-01	8.56e-02	0.0646	1.719281	0.1111368	4521.58	DPP7	dipeptidyl peptidase 7
8705	1.96e-01	8.56e-02	0.2897	1.719142	0.4979666	16.2	B3GALT4	beta-1,3-galactosyltransferase 4
126626	1.96e-01	8.56e-02	0.1202	-1.718829	-0.2066041	600.54	GABPB2	GA binding protein transcription factor subunit beta 2
9666	1.96e-01	8.57e-02	0.1043	-1.718699	-0.1791928	1673.37	DZIP3	DAZ interacting zinc finger protein 3
56110	1.96e-01	8.56e-02	0.2905	1.718809	0.4993022	16.19	PCDHGA5	protocadherin gamma subfamily A, 5
4926	1.96e-01	8.57e-02	0.0459	1.718772	0.0788897	8429.31	NUMA1	nuclear mitotic apparatus protein 1
146802	1.96e-01	8.56e-02	0.4194	1.718866	0.72097	22	SLC47A2	solute carrier family 47 member 2
3956	1.96e-01	8.57e-02	0.0707	1.71874	0.121589	16438.66	LGALS1	galectin 1
149095	1.96e-01	8.57e-02	0.1373	-1.718598	-0.2360438	89.35	DCST1	DC-STAMP domain containing 1
57127	1.96e-01	8.57e-02	0.0973	1.718414	0.1672652	317.65	RHBG	Rh family B glycoprotein
112724	1.96e-01	8.57e-02	0.0461	-1.718294	-0.0792529	1077.7	RDH13	retinol dehydrogenase 13
388588	1.96e-01	8.58e-02	0.1727	-1.717827	-0.2967358	48.09	SMIM1	small integral membrane protein 1 (Vel blood group)
2302	1.96e-01	8.58e-02	0.313	1.717804	0.5376126	20.17	FOXJ1	forkhead box J1
221833	1.96e-01	8.59e-02	0.2208	-1.717675	-0.3793412	34.68	SP8	Sp8 transcription factor
7743	1.96e-01	8.59e-02	0.1122	1.717364	0.1926036	579.6	ZNF189	zinc finger protein 189
54985	1.96e-01	8.60e-02	0.1034	-1.717059	-0.1775638	1173.43	HCFC1R1	host cell factor C1 regulator 1
6687	1.96e-01	8.60e-02	0.0496	1.716871	0.0851935	4637.57	SPG7	SPG7 matrix AAA peptidase subunit, paraplegin
192683	1.96e-01	8.60e-02	0.0692	-1.716743	-0.1187765	650.18	SCAMP5	secretory carrier membrane protein 5
146909	1.96e-01	8.60e-02	0.1945	-1.716731	-0.3338679	2620.24	KIF18B	kinesin family member 18B
64795	1.96e-01	8.61e-02	0.1934	-1.716537	-0.3319685	2641.54	RMND5A	required for meiotic nuclear division 5 homolog A
8970	1.96e-01	8.61e-02	0.3819	1.716447	0.6555319	10.48	H2BC11	H2B clustered histone 11
5906	1.97e-01	8.62e-02	0.0787	-1.716011	-0.1349767	1580.37	RAP1A	RAP1A, member of RAS oncogene family
101929291	1.97e-01	8.62e-02	0.1394	1.715924	0.2392258	81.83	LOC101929291	uncharacterized LOC101929291
9636	1.97e-01	8.62e-02	0.1195	1.715733	0.205114	2174.13	ISG15	ISG15 ubiquitin like modifier
86	1.97e-01	8.63e-02	0.0701	-1.715241	-0.1202642	2174.69	ACTL6A	actin like 6A
93380	1.97e-01	8.63e-02	0.0536	-1.715279	-0.091908	1319.56	MMGT1	membrane magnesium transporter 1
11336	1.97e-01	8.63e-02	0.052	1.715111	0.0892462	1902.06	EXOC3	exocyst complex component 3
102724246	1.97e-01	8.63e-02	0.35	-1.715159	-0.6003586	11.74	TTC39C-AS1	TTC39C antisense RNA 1
50615	1.97e-01	8.64e-02	0.4725	-1.714824	-0.8102875	23.75	IL21R	interleukin 21 receptor
374920	1.97e-01	8.64e-02	0.0456	1.714877	0.0781915	883.89	ZSWIM9	zinc finger SWIM-type containing 9
29760	1.97e-01	8.64e-02	0.2342	1.714478	0.401559	28.78	BLNK	B cell linker
8125	1.97e-01	8.64e-02	0.0412	1.714519	0.0706693	7224.67	ANP32A	acidic nuclear phosphoprotein 32 family member A
9890	1.97e-01	8.65e-02	0.1417	1.71403	0.2428388	73.64	PLPPR4	phospholipid phosphatase related 4
63977	1.97e-01	8.65e-02	0.1034	-1.714024	-0.177274	981.75	PRDM15	PR/SET domain 15
57645	1.97e-01	8.66e-02	0.094	1.713847	0.1611803	2640.96	POGK	pogo transposable element derived with KRAB domain
8708	1.97e-01	8.65e-02	0.3235	-1.713899	-0.5544074	14.89	B3GALT1	beta-1,3-galactosyltransferase 1
10456	1.97e-01	8.66e-02	0.121	-1.713637	-0.2073896	1340.48	HAX1	HCLS1 associated protein X-1
220729	1.97e-01	8.66e-02	0.0981	-1.713423	-0.1681105	472.63	SDHAP4	SDHA pseudogene 4
374786	1.98e-01	8.68e-02	0.1913	1.712531	0.3276284	36.79	EFCAB5	EF-hand calcium binding domain 5
55069	1.98e-01	8.68e-02	0.0557	1.712296	0.0954059	2646.38	TMEM248	transmembrane protein 248
10043	1.98e-01	8.69e-02	0.1036	1.711841	0.1773225	543.01	TOM1	target of myb1 membrane trafficking protein
56181	1.98e-01	8.69e-02	0.0563	1.711754	0.0963478	1059.98	MTFR1L	mitochondrial fission regulator 1 like
26993	1.98e-01	8.71e-02	0.0334	-1.710965	-0.0571057	2999.62	AKAP8L	A-kinase anchoring protein 8 like
100303755	1.98e-01	8.71e-02	0.1955	-1.710911	-0.3344854	293.11	PET117	PET117 cytochrome c oxidase chaperone
84033	1.98e-01	8.71e-02	0.1527	-1.710703	-0.2612092	2863.09	OBSCN	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF
80097	1.98e-01	8.72e-02	0.0376	-1.710581	-0.0643299	2419.2	MZT2B	mitotic spindle organizing protein 2B
407014	1.98e-01	8.72e-02	0.17	1.710569	0.2908403	50.86	MIR25	microRNA 25
9236	1.98e-01	8.72e-02	0.1223	1.710527	0.209147	342.34	CCPG1	cell cycle progression 1
107984858	1.98e-01	8.71e-02	0.1268	-1.710665	-0.2168274	162.32	CENPN-AS1	CENPN antisense RNA 1
101930026	1.98e-01	8.72e-02	0.3239	-1.710346	-0.5540343	13.16	LOC101930026	replaced by ID 107987007
342979	1.98e-01	8.72e-02	0.2461	-1.710249	-0.4208191	519.04	PALM3	paralemmin 3
80155	1.98e-01	8.73e-02	0.0492	1.710027	0.0841712	4864.98	NAA15	N-alpha-acetyltransferase 15, NatA auxiliary subunit
51024	1.98e-01	8.73e-02	0.0565	1.71007	0.0966664	1347.51	FIS1	fission, mitochondrial 1
79152	1.98e-01	8.72e-02	0.181	-1.71011	-0.309604	265.67	FA2H	fatty acid 2-hydroxylase
1329	1.98e-01	8.73e-02	0.0715	-1.709795	-0.1222088	3272.56	COX5B	cytochrome c oxidase subunit 5B
106633803	1.98e-01	8.73e-02	0.3302	1.709759	0.5646312	15.02	SNORD134	small nucleolar RNA, C/D box 134
84306	1.98e-01	8.73e-02	0.0774	-1.709679	-0.1322668	504.24	PDCD2L	programmed cell death 2 like
100506922	1.99e-01	8.74e-02	0.1638	-1.709324	-0.2799452	47.17	MAP3K2-DT	MAP3K2 divergent transcript
55726	1.99e-01	8.74e-02	0.0853	-1.709302	-0.1458799	1755.42	INTS13	integrator complex subunit 13
137392	1.99e-01	8.74e-02	0.0489	1.709244	0.0836173	2719.96	CIBAR1	CBY1 interacting BAR domain containing 1
22874	1.99e-01	8.74e-02	0.0682	1.709154	0.1164936	694.75	PLEKHA6	pleckstrin homology domain containing A6
7741	1.99e-01	8.75e-02	0.0945	1.708967	0.1614684	511.4	ZSCAN26	zinc finger and SCAN domain containing 26
28234	1.99e-01	8.75e-02	0.1861	1.708945	0.3180516	220.4	SLCO1B3	solute carrier organic anion transporter family member 1B3
84070	1.99e-01	8.74e-02	0.19	1.709058	0.3247901	47.06	FAM186B	family with sequence similarity 186 member B
57106	1.99e-01	8.76e-02	0.0674	-1.708314	-0.1152178	979.87	NAT14	N-acetyltransferase 14 (putative)
653583	1.99e-01	8.76e-02	0.1423	1.708148	0.2430234	399.63	PHLDB3	pleckstrin homology like domain family B member 3
5327	1.99e-01	8.76e-02	0.1695	1.708075	0.2895222	434.75	PLAT	plasminogen activator, tissue type
100132169	1.99e-01	8.77e-02	0.3604	-1.70771	-0.6154582	11.34	WASIR2	WASH and IL9R antisense RNA 2
9075	1.99e-01	8.77e-02	0.1444	-1.707455	-0.2466283	228.35	CLDN2	claudin 2
4320	1.99e-01	8.78e-02	0.0979	-1.707139	-0.1670946	453.51	MMP11	matrix metallopeptidase 11
100996662	1.99e-01	8.78e-02	0.317	1.707017	0.5410895	28.76	LOC100996662	uncharacterized LOC100996662
10492	1.99e-01	8.78e-02	0.054	1.706922	0.0922161	12977.85	SYNCRIP	synaptotagmin binding cytoplasmic RNA interacting protein
64328	1.99e-01	8.78e-02	0.0436	1.706856	0.0744835	2789.83	XPO4	exportin 4
105379181	1.99e-01	8.79e-02	0.1666	-1.70649	-0.2842978	59.07	CTB-49A3.2	uncharacterized CTB-49A3.2
7516	2.00e-01	8.81e-02	0.0791	1.705406	0.1348561	955.15	XRCC2	X-ray repair cross complementing 2
51434	2.00e-01	8.81e-02	0.0649	1.705423	0.1107269	2158.11	ANAPC7	anaphase promoting complex subunit 7
388722	2.00e-01	8.82e-02	0.178	-1.70519	-0.3035306	48.4	C1orf53	chromosome 1 open reading frame 53
81796	2.00e-01	8.82e-02	0.1646	-1.705147	-0.2806019	79.95	SLCO5A1	solute carrier organic anion transporter family member 5A1
162239	2.00e-01	8.82e-02	0.0735	-1.704721	-0.1253796	524.81	ZFP1	ZFP1 zinc finger protein
693221	2.00e-01	8.82e-02	0.066	1.704764	0.1124783	459.47	MIR636	microRNA 636
22849	2.00e-01	8.83e-02	0.0757	-1.704581	-0.1289657	438.09	CPEB3	cytoplasmic polyadenylation element binding protein 3
644246	2.00e-01	8.83e-02	0.4139	-1.704556	-0.7055752	9.99	KANSL1-AS1	KANSL1 antisense RNA 1
197335	2.00e-01	8.84e-02	0.0577	1.704073	0.0983691	1741.58	WDR90	WD repeat domain 90
51077	2.00e-01	8.85e-02	0.0647	-1.703603	-0.1102037	2055.03	FCF1	FCF1 rRNA-processing protein
5092	2.00e-01	8.85e-02	0.1175	-1.70322	-0.2001737	2345.54	PCBD1	pterin-4 alpha-carbinolamine dehydratase 1
107986326	2.00e-01	8.86e-02	0.1206	-1.703048	-0.2054208	96.81	LOC107986326	uncharacterized LOC107986326
10397	2.00e-01	8.85e-02	0.4924	-1.703108	-0.8386949	10871.11	NDRG1	N-myc downstream regulated 1
56731	2.00e-01	8.86e-02	0.0487	1.70306	0.0829199	2212.77	SLC2A4RG	SLC2A4 regulator
7001	2.01e-01	8.87e-02	0.0564	-1.702456	-0.0959795	6039.16	PRDX2	peroxiredoxin 2
196541	2.01e-01	8.87e-02	0.1595	1.702374	0.2715557	58.39	METTL21C	methyltransferase 21C, AARS1 lysine
105376689	2.01e-01	8.87e-02	0.1214	-1.702164	-0.2066543	135.98	LOC105376689	translation initiation factor IF-2
105373904	2.01e-01	8.88e-02	0.4162	-1.702011	-0.7084003	10.29	ACSL3-AS1	ACSL3 antisense RNA 1
148423	2.01e-01	8.88e-02	0.0493	1.701852	0.0839724	1407.3	C1orf52	chromosome 1 open reading frame 52
25824	2.01e-01	8.88e-02	0.048	1.701852	0.0816311	6128.42	PRDX5	peroxiredoxin 5
647309	2.01e-01	8.88e-02	0.2596	-1.701738	-0.4416878	24.49	GMNC	geminin coiled-coil domain containing
92255	2.01e-01	8.88e-02	0.0843	-1.701672	-0.143492	238.3	LMBRD2	LMBR1 domain containing 2
11059	2.01e-01	8.89e-02	0.0613	1.701269	0.1043434	2670.19	WWP1	WW domain containing E3 ubiquitin protein ligase 1
102724023	2.01e-01	8.89e-02	0.0885	1.701016	0.1505808	1297.38	LOC102724023	glutamine amidotransferase class 1 domain containing 3B
379	2.01e-01	8.90e-02	0.0927	-1.700959	-0.1577307	505.82	ARL4D	ADP ribosylation factor like GTPase 4D
51364	2.01e-01	8.90e-02	0.2089	1.700754	0.3553192	85.64	ZMYND10	zinc finger MYND-type containing 10
783	2.01e-01	8.91e-02	0.0959	-1.70038	-0.1630748	176.29	CACNB2	calcium voltage-gated channel auxiliary subunit beta 2
693217	2.01e-01	8.91e-02	0.1053	1.700417	0.1790415	165.77	MIR632	microRNA 632
221504	2.01e-01	8.91e-02	0.0572	1.700081	0.0972549	943.56	ZBTB9	zinc finger and BTB domain containing 9
1534	2.01e-01	8.91e-02	0.0469	1.699924	0.0797777	2758.32	CYB561	cytochrome b561
5475	2.01e-01	8.92e-02	0.3851	-1.699849	-0.6546408	11.24	PPEF1	protein phosphatase with EF-hand domain 1
105370966	2.01e-01	8.92e-02	0.2102	-1.699689	-0.3571952	120.69	IDH2-DT	IDH2 divergent transcript
653687	2.02e-01	8.93e-02	0.2015	-1.699153	-0.3423172	40.48	FAM226B	family with sequence similarity 226 member B
9188	2.02e-01	8.93e-02	0.0867	1.698931	0.1472341	11025.68	DDX21	DExD-box helicase 21
64129	2.02e-01	8.94e-02	0.0534	1.698773	0.0906932	3653.08	TINAGL1	tubulointerstitial nephritis antigen like 1
23023	2.02e-01	8.94e-02	0.1181	1.698788	0.2007113	1119.45	TMCC1	transmembrane and coiled-coil domain family 1
282974	2.02e-01	8.94e-02	0.0802	-1.698527	-0.1362095	715.77	STK32C	serine/threonine kinase 32C
105377743	2.02e-01	8.94e-02	0.2409	-1.698451	-0.409097	28.07	LOC105377743	uncharacterized LOC105377743
55847	2.02e-01	8.94e-02	0.0789	-1.698354	-0.1340285	770.36	CISD1	CDGSH iron sulfur domain 1
90933	2.02e-01	8.95e-02	0.0487	-1.698172	-0.0827261	2457.21	TRIM41	tripartite motif containing 41
56252	2.02e-01	8.95e-02	0.0646	1.698107	0.1096561	4053.91	YLPM1	YLP motif containing 1
105373071	2.02e-01	8.95e-02	0.296	1.698103	0.5026095	21.55	LOC105373071	uncharacterized LOC105373071
