GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
54820	8.33e-05	7.15e-06	0.1058	-4.489264	-0.4750328	1922.84	NDE1	nudE neurodevelopment protein 1
92999	8.33e-05	7.16e-06	0.1082	4.48882	0.4855702	459.34	ZBTB47	zinc finger and BTB domain containing 47
1977	8.33e-05	7.16e-06	0.0359	4.488943	0.1613261	3757.27	EIF4E	eukaryotic translation initiation factor 4E
55626	8.36e-05	7.18e-06	0.0565	4.488173	0.2537143	1242.06	AMBRA1	autophagy and beclin 1 regulator 1
84364	8.36e-05	7.19e-06	0.0476	4.48801	0.2137296	2184.87	ARFGAP2	ADP ribosylation factor GTPase activating protein 2
3029	8.40e-05	7.23e-06	0.0666	-4.486698	-0.2990072	927.39	HAGH	hydroxyacylglutathione hydrolase
6723	8.41e-05	7.25e-06	0.0899	4.486319	0.403228	1893.14	SRM	spermidine synthase
56063	8.41e-05	7.25e-06	0.0886	4.486334	0.3974454	312.96	TMEM234	transmembrane protein 234
100996660	8.54e-05	7.36e-06	0.1107	4.482966	0.4964526	156.48	LOC100996660	uncharacterized LOC100996660
64783	8.57e-05	7.40e-06	0.1152	-4.481946	-0.5163334	1237.86	RBM15	RNA binding motif protein 15
283455	8.67e-05	7.48e-06	0.0745	-4.479444	-0.3335563	2077.94	KSR2	kinase suppressor of ras 2
11313	8.68e-05	7.50e-06	0.1213	4.478916	0.5433553	2863.25	LYPLA2	lysophospholipase 2
5025	8.69e-05	7.51e-06	0.0774	-4.478728	-0.3468032	536.26	P2RX4	purinergic receptor P2X 4
23414	8.80e-05	7.61e-06	0.1313	4.475903	0.5876686	80.39	ZFPM2	zinc finger protein, FOG family member 2
400506	8.81e-05	7.63e-06	0.043	-4.475373	-0.1926216	1542.86	KNOP1	lysine rich nucleolar protein 1
55751	8.83e-05	7.65e-06	0.0589	4.47473	0.2634762	1458.2	TMEM184C	transmembrane protein 184C
993	8.89e-05	7.70e-06	0.1008	4.473263	0.4510681	1084.24	CDC25A	cell division cycle 25A
4091	8.91e-05	7.73e-06	0.0772	-4.472598	-0.3451774	505.57	SMAD6	SMAD family member 6
129804	8.92e-05	7.74e-06	0.0965	4.47235	0.4314967	216	FBLN7	fibulin 7
10957	8.94e-05	7.76e-06	0.099	-4.471648	-0.4427889	1111.2	PNRC1	proline rich nuclear receptor coactivator 1
206338	8.98e-05	7.80e-06	0.1329	-4.470643	-0.5943128	79.64	LVRN	laeverin
29090	9.05e-05	7.87e-06	0.0793	4.468775	0.3544547	794.3	TIMM21	translocase of inner mitochondrial membrane 21
23341	9.09e-05	7.91e-06	0.0561	4.467641	0.2506728	1715.74	DNAJC16	DnaJ heat shock protein family (Hsp40) member C16
60558	9.39e-05	8.17e-06	0.0425	4.460572	0.1895724	1922.07	GUF1	GTP binding elongation factor GUF1
11333	9.43e-05	8.21e-06	0.0517	4.459597	0.2306134	6358.28	PDAP1	PDGFA associated protein 1
54541	9.49e-05	8.27e-06	0.2015	-4.45801	-0.898151	5844.79	DDIT4	DNA damage inducible transcript 4
5635	9.51e-05	8.29e-06	0.0629	-4.457562	-0.2802735	2033.15	PRPSAP1	phosphoribosyl pyrophosphate synthetase associated protein 1
116224	9.52e-05	8.31e-06	0.0681	4.457041	0.3035791	500.57	PABIR1	PP2A Aalpha (PPP2R1A) and B55A (PPP2R2A) interacting phosphatase regulator 1
11231	9.53e-05	8.32e-06	0.0422	-4.456791	-0.1881016	2051.06	SEC63	SEC63 homolog, protein translocation regulator
55007	9.63e-05	8.41e-06	0.0931	-4.454441	-0.4145717	1692.83	FAM118A	family with sequence similarity 118 member A
9580	9.68e-05	8.46e-06	0.0871	-4.453223	-0.3878957	1707.44	SOX13	SRY-box transcription factor 13
23099	9.76e-05	8.53e-06	0.105	-4.451352	-0.4676018	875.12	ZBTB43	zinc finger and BTB domain containing 43
283927	9.84e-05	8.61e-06	0.0933	-4.449323	-0.4153234	179.62	NUDT7	nudix hydrolase 7
65084	9.86e-05	8.63e-06	0.0608	-4.448899	-0.2702927	1400.21	TMEM135	transmembrane protein 135
83861	9.92e-05	8.69e-06	0.1006	-4.4474	-0.4473625	1565.78	RSPH3	radial spoke head 3
6222	9.93e-05	8.71e-06	0.0325	4.446963	0.1444725	66029.79	RPS18	ribosomal protein S18
28962	1.01e-04	8.85e-06	0.0606	-4.443567	-0.269423	503.57	OSTM1	osteoclastogenesis associated transmembrane protein 1
3554	1.01e-04	8.87e-06	0.1081	-4.44311	-0.4802965	536.76	IL1R1	interleukin 1 receptor type 1
6821	1.02e-04	8.96e-06	0.0408	4.440915	0.1813567	1878.3	SUOX	sulfite oxidase
57546	1.02e-04	8.98e-06	0.0774	-4.4404	-0.3436304	1420.85	PDP2	pyruvate dehydrogenase phosphatase catalytic subunit 2
27345	1.03e-04	9.03e-06	0.1083	-4.439112	-0.4808801	440.98	KCNMB4	potassium calcium-activated channel subfamily M regulatory beta subunit 4
93349	1.04e-04	9.15e-06	0.0718	4.436231	0.3186035	1580.93	SP140L	SP140 nuclear body protein like
85460	1.04e-04	9.18e-06	0.0788	-4.435719	-0.349633	3398.31	ZNF518B	zinc finger protein 518B
6275	1.04e-04	9.20e-06	0.1055	4.435107	0.4680657	4589.51	S100A4	S100 calcium binding protein A4
5522	1.05e-04	9.23e-06	0.0493	-4.434438	-0.2187969	1956.87	PPP2R2C	protein phosphatase 2 regulatory subunit Bgamma
103344718	1.05e-04	9.27e-06	0.2753	-4.433581	-1.2203716	42.33	HOTS	
284184	1.05e-04	9.30e-06	0.1456	4.432806	0.645541	1867.13	NDUFAF8	NADH:ubiquinone oxidoreductase complex assembly factor 8
129049	1.06e-04	9.33e-06	0.0728	-4.432229	-0.3227401	560.04	SGSM1	small G protein signaling modulator 1
7076	1.06e-04	9.38e-06	0.075	-4.430998	-0.3322064	3563.75	TIMP1	TIMP metallopeptidase inhibitor 1
91582	1.07e-04	9.42e-06	0.0494	4.430097	0.2188743	1603.24	RPS19BP1	ribosomal protein S19 binding protein 1
102723508	1.08e-04	9.53e-06	0.0988	-4.427511	-0.4374896	286.82	KANTR	KANTR integral membrane protein
27348	1.08e-04	9.54e-06	0.0555	-4.427359	-0.2455334	764.84	TOR1B	torsin family 1 member B
57412	1.08e-04	9.56e-06	0.2065	-4.426909	-0.9143172	32.26	AS3MT	arsenite methyltransferase
101929819	1.08e-04	9.56e-06	0.0762	-4.426802	-0.3374179	320.68	LOC101929819	putative uncharacterized protein FLJ44672
9639	1.09e-04	9.71e-06	0.059	-4.423533	-0.2611804	4332.01	ARHGEF10	Rho guanine nucleotide exchange factor 10
80144	1.10e-04	9.72e-06	0.0973	-4.423389	-0.4306044	5736.7	FRAS1	Fraser extracellular matrix complex subunit 1
124602	1.13e-04	1.00e-05	0.2459	-4.416957	-1.0861899	27.72	KIF19	kinesin family member 19
100505576	1.13e-04	1.00e-05	0.1974	-4.416651	-0.8719377	112.33	LINC00672	long intergenic non-protein coding RNA 672
149837	1.13e-04	1.00e-05	0.3379	4.416667	1.492519	21.59	LINC00654	long intergenic non-protein coding RNA 654
8370	1.14e-04	1.01e-05	0.2488	4.414512	1.0983967	23.64	H4C14	H4 clustered histone 14
107983950	1.14e-04	1.02e-05	0.1631	-4.413571	-0.7200589	78.79	LOC107983950	uncharacterized LOC107983950
127579	1.19e-04	1.06e-05	0.158	-4.405382	-0.696204	115.75	DCST2	DC-STAMP domain containing 2
255231	1.19e-04	1.06e-05	0.0929	-4.403958	-0.409304	1100.44	MCOLN2	mucolipin TRP cation channel 2
653238	1.19e-04	1.06e-05	0.0457	4.404082	0.2012604	1585.94	GTF2H2B	general transcription factor IIH subunit 2B (pseudogene)
55183	1.20e-04	1.07e-05	0.0457	-4.403036	-0.2012648	3868.94	RIF1	replication timing regulatory factor 1
105369438	1.20e-04	1.07e-05	0.1202	-4.403098	-0.5292525	101.84	PIWIL4-AS1	PIWIL4 antisense RNA 1
51156	1.20e-04	1.07e-05	0.1846	-4.402069	-0.8125979	46.27	SERPINA10	serpin family A member 10
1948	1.20e-04	1.08e-05	0.0823	4.401374	0.3622013	2390.81	EFNB2	ephrin B2
5639	1.21e-04	1.08e-05	0.1377	4.400981	0.6059156	187.54	PRRG2	proline rich and Gla domain 2
25807	1.21e-04	1.08e-05	0.073	4.400611	0.3213454	1101.06	RHBDD3	rhomboid domain containing 3
84172	1.21e-04	1.08e-05	0.081	4.40028	0.3564529	2839.59	POLR1B	RNA polymerase I subunit B
2308	1.21e-04	1.08e-05	0.0682	-4.400066	-0.3001078	609.55	FOXO1	forkhead box O1
56829	1.22e-04	1.09e-05	0.0539	4.398508	0.2372109	2639.78	ZC3HAV1	zinc finger CCCH-type containing, antiviral 1
6326	1.22e-04	1.09e-05	0.487	4.39777	2.1416174	39.66	SCN2A	sodium voltage-gated channel alpha subunit 2
54535	1.23e-04	1.11e-05	0.0531	-4.395254	-0.2333657	1722.23	CCHCR1	coiled-coil alpha-helical rod protein 1
6615	1.24e-04	1.11e-05	0.1107	-4.394458	-0.4865802	339.94	SNAI1	snail family transcriptional repressor 1
3157	1.25e-04	1.13e-05	0.1012	-4.391356	-0.4442714	2172.59	HMGCS1	3-hydroxy-3-methylglutaryl-CoA synthase 1
768213	1.25e-04	1.13e-05	0.1993	4.390965	0.875134	37.38	MIR671	microRNA 671
100507156	1.25e-04	1.13e-05	0.2143	-4.39102	-0.9409158	95.88	LOC100507156	uncharacterized LOC100507156
148254	1.26e-04	1.14e-05	0.1255	-4.389181	-0.5509184	243.01	ZNF555	zinc finger protein 555
10978	1.27e-04	1.15e-05	0.0807	4.387474	0.3540712	734.42	CLP1	cleavage factor polyribonucleotide kinase subunit 1
441951	1.27e-04	1.15e-05	0.0506	4.38742	0.2220048	4393.49	ZFAS1	ZNFX1 antisense RNA 1
116228	1.27e-04	1.15e-05	0.0872	4.387122	0.3823598	2325.35	COX20	cytochrome c oxidase assembly factor COX20
50854	1.27e-04	1.15e-05	0.0681	4.386864	0.2986987	3547.93	SNHG32	small nucleolar RNA host gene 32
56648	1.29e-04	1.17e-05	0.0823	-4.383503	-0.3605851	851.16	EIF5A2	eukaryotic translation initiation factor 5A2
101929289	1.30e-04	1.18e-05	0.2326	-4.38206	-1.019277	37.83	LOC101929289	
146771	1.30e-04	1.18e-05	0.1308	-4.381759	-0.5729545	133.71	TCAM1P	testicular cell adhesion molecule 1, pseudogene
23370	1.30e-04	1.18e-05	0.0338	4.381738	0.1480527	2182.21	ARHGEF18	Rho/Rac guanine nucleotide exchange factor 18
27349	1.30e-04	1.18e-05	0.0692	4.381727	0.3031691	780.42	MCAT	malonyl-CoA-acyl carrier protein transacylase
56674	1.30e-04	1.18e-05	0.0588	4.380703	0.2574263	1283.84	TMEM9B	TMEM9 domain family member B
4008	1.30e-04	1.18e-05	0.0781	-4.380899	-0.3421028	588.01	LMO7	LIM domain 7
5336	1.30e-04	1.18e-05	0.0862	-4.380739	-0.3775271	1659.03	PLCG2	phospholipase C gamma 2
105371824	1.30e-04	1.18e-05	0.1818	4.380792	0.7962986	60.98	LOC105371824	uncharacterized LOC105371824
525	1.31e-04	1.19e-05	0.2104	-4.378871	-0.9211429	45.86	ATP6V1B1	ATPase H+ transporting V1 subunit B1
9806	1.31e-04	1.19e-05	0.1133	4.378928	0.4961925	120.56	SPOCK2	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2
51665	1.32e-04	1.20e-05	0.0886	-4.378265	-0.3878264	1776.95	ASB1	ankyrin repeat and SOCS box containing 1
8992	1.32e-04	1.20e-05	0.1133	4.377691	0.4959849	1851.76	ATP6V0E1	ATPase H+ transporting V0 subunit e1
6197	1.32e-04	1.20e-05	0.0398	-4.377755	-0.1741991	2860.86	RPS6KA3	ribosomal protein S6 kinase A3
56255	1.33e-04	1.21e-05	0.0679	-4.376168	-0.2969348	678.96	TMX4	thioredoxin related transmembrane protein 4
54487	1.34e-04	1.22e-05	0.0498	4.374668	0.2179987	2197.86	DGCR8	DGCR8 microprocessor complex subunit
3071	1.34e-04	1.22e-05	0.2093	4.37414	0.9155218	34.82	NCKAP1L	NCK associated protein 1 like
11112	1.35e-04	1.23e-05	0.0485	-4.37226	-0.211913	1402.19	HIBADH	3-hydroxyisobutyrate dehydrogenase
10294	1.36e-04	1.24e-05	0.0644	4.370815	0.2813167	3575.65	DNAJA2	DnaJ heat shock protein family (Hsp40) member A2
91683	1.36e-04	1.24e-05	0.1231	-4.369681	-0.5377071	265.1	SYT12	synaptotagmin 12
22846	1.36e-04	1.25e-05	0.0597	-4.369499	-0.2606853	1918	VASH1	vasohibin 1
6500	1.36e-04	1.25e-05	0.0303	4.369229	0.1323159	7195.38	SKP1	S-phase kinase associated protein 1
8870	1.36e-04	1.25e-05	0.1316	-4.369228	-0.5749156	10931.68	IER3	immediate early response 3
109729146	1.37e-04	1.25e-05	0.2023	4.368362	0.8835188	35.82	POC1B-AS1	POC1B antisense RNA 1
9139	1.39e-04	1.27e-05	0.0758	-4.365583	-0.3307402	1054.03	CBFA2T2	CBFA2/RUNX1 partner transcriptional co-repressor 2
9612	1.39e-04	1.27e-05	0.0324	-4.365426	-0.1415952	5764	NCOR2	nuclear receptor corepressor 2
5423	1.39e-04	1.27e-05	0.0562	4.364636	0.2454742	940.64	POLB	DNA polymerase beta
730755	1.40e-04	1.29e-05	0.3001	4.362108	1.3089455	99.84	KRTAP2-3	keratin associated protein 2-3
26589	1.44e-04	1.32e-05	0.0724	4.35702	0.3156195	664.72	MRPL46	mitochondrial ribosomal protein L46
8446	1.44e-04	1.32e-05	0.0662	4.35638	0.2883402	714.64	DUSP11	dual specificity phosphatase 11
6428	1.44e-04	1.32e-05	0.0367	4.356493	0.1597285	8293.74	SRSF3	serine and arginine rich splicing factor 3
8312	1.46e-04	1.34e-05	0.0745	-4.353051	-0.324317	1094.37	AXIN1	axin 1
7862	1.47e-04	1.35e-05	0.0575	4.35211	0.250109	1385.17	BRPF1	bromodomain and PHD finger containing 1
101926975	1.47e-04	1.35e-05	0.2281	-4.352129	-0.9926061	95.16	LINC01844	long intergenic non-protein coding RNA 1844
107986838	1.47e-04	1.35e-05	0.1334	4.351037	0.5802696	301.78	LOC107986838	uncharacterized LOC107986838
107987181	1.48e-04	1.36e-05	0.1682	4.350232	0.7317907	56.15	LOC107987181	
148229	1.48e-04	1.36e-05	0.1163	-4.349933	-0.5057818	762.07	ATP8B3	ATPase phospholipid transporting 8B3
9254	1.48e-04	1.37e-05	0.0687	-4.349399	-0.2989664	1363.79	CACNA2D2	calcium voltage-gated channel auxiliary subunit alpha2delta 2
55853	1.49e-04	1.37e-05	0.1005	-4.348296	-0.4368456	158.61	IDI2-AS1	IDI2 antisense RNA 1
4089	1.50e-04	1.38e-05	0.039	-4.346968	-0.1696626	2801.28	SMAD4	SMAD family member 4
134265	1.50e-04	1.39e-05	0.1278	-4.345788	-0.5552986	368.49	AFAP1L1	actin filament associated protein 1 like 1
7965	1.50e-04	1.39e-05	0.0516	4.345286	0.224179	973.31	AIMP2	aminoacyl tRNA synthetase complex interacting multifunctional protein 2
29890	1.51e-04	1.39e-05	0.0801	4.344675	0.3478094	2719.62	RBM15B	RNA binding motif protein 15B
4646	1.53e-04	1.41e-05	0.0729	4.341964	0.3164904	5684.59	MYO6	myosin VI
6261	1.54e-04	1.43e-05	0.0808	-4.339315	-0.3504262	475.86	RYR1	ryanodine receptor 1
11001	1.55e-04	1.44e-05	0.0895	4.33811	0.3881174	607.84	SLC27A2	solute carrier family 27 member 2
4597	1.55e-04	1.44e-05	0.0707	-4.338004	-0.3065531	2401.28	MVD	mevalonate diphosphate decarboxylase
64924	1.55e-04	1.44e-05	0.0408	-4.337437	-0.1770642	2133.15	SLC30A5	solute carrier family 30 member 5
4209	1.56e-04	1.45e-05	0.0588	-4.336142	-0.2550476	2171.06	MEF2D	myocyte enhancer factor 2D
50865	1.58e-04	1.46e-05	0.0679	-4.334218	-0.2944992	888.42	HEBP1	heme binding protein 1
54512	1.58e-04	1.46e-05	0.0978	4.33408	0.423917	1142.88	EXOSC4	exosome component 4
55272	1.58e-04	1.47e-05	0.0707	4.333535	0.3063144	1844.15	IMP3	IMP U3 small nucleolar ribonucleoprotein 3
84284	1.58e-04	1.47e-05	0.0732	4.333187	0.3170093	990.14	NTPCR	nucleoside-triphosphatase, cancer-related
333926	1.58e-04	1.47e-05	0.0821	-4.332794	-0.3555125	447.06	PPM1J	protein phosphatase, Mg2+/Mn2+ dependent 1J
6002	1.59e-04	1.48e-05	0.0644	-4.331378	-0.2788563	1144.38	RGS12	regulator of G protein signaling 12
4361	1.59e-04	1.48e-05	0.0698	-4.331109	-0.3024457	1303.38	MRE11	MRE11 homolog, double strand break repair nuclease
207063	1.60e-04	1.49e-05	0.1219	4.329842	0.5277227	202.09	DHRSX	dehydrogenase/reductase X-linked
100287932	1.61e-04	1.50e-05	0.0759	4.328859	0.3285524	1945.9	TIMM23	translocase of inner mitochondrial membrane 23
54832	1.61e-04	1.50e-05	0.0615	4.328075	0.2659741	2976.87	VPS13C	vacuolar protein sorting 13 homolog C
56978	1.63e-04	1.52e-05	0.1554	-4.325489	-0.6723251	68.99	PRDM8	PR/SET domain 8
115825	1.64e-04	1.53e-05	0.0594	-4.324278	-0.2568913	1195.89	WDFY2	WD repeat and FYVE domain containing 2
6239	1.64e-04	1.53e-05	0.0743	-4.323853	-0.3212685	2667.33	RREB1	ras responsive element binding protein 1
83891	1.65e-04	1.55e-05	0.0807	-4.321735	-0.3489472	1277.13	SNX25	sorting nexin 25
140831	1.66e-04	1.55e-05	0.1494	4.32109	0.6455609	95.22	ZSWIM3	zinc finger SWIM-type containing 3
84315	1.67e-04	1.57e-05	0.1179	4.318781	0.5092854	356.75	MON1A	MON1 homolog A, secretory trafficking associated
9774	1.67e-04	1.57e-05	0.0359	4.318828	0.1548628	6294.17	BCLAF1	BCL2 associated transcription factor 1
3486	1.68e-04	1.57e-05	0.1613	-4.318365	-0.696637	110.35	IGFBP3	insulin like growth factor binding protein 3
23033	1.68e-04	1.58e-05	0.0496	4.317847	0.2140866	1050.73	DOP1A	DOP1 leucine zipper like protein A
348327	1.68e-04	1.58e-05	0.1399	4.317571	0.6040111	210.51	ZNF530	zinc finger protein 530
152579	1.70e-04	1.59e-05	0.1102	4.315411	0.4756874	499.45	SCFD2	sec1 family domain containing 2
2776	1.74e-04	1.64e-05	0.0628	-4.309168	-0.2704911	2140.35	GNAQ	G protein subunit alpha q
1490	1.75e-04	1.64e-05	0.207	-4.308853	-0.8918499	114.97	CCN2	cellular communication network factor 2
91544	1.76e-04	1.65e-05	0.1476	4.307502	0.6357671	601.42	UBXN11	UBX domain protein 11
493	1.76e-04	1.66e-05	0.0726	-4.306585	-0.3126266	4728.85	ATP2B4	ATPase plasma membrane Ca2+ transporting 4
56163	1.77e-04	1.66e-05	0.1424	-4.305673	-0.6129277	73.12	RNF17	ring finger protein 17
196074	1.77e-04	1.67e-05	0.0452	-4.30521	-0.1948048	1317.3	METTL15	methyltransferase like 15
116987	1.78e-04	1.68e-05	0.0615	-4.303589	-0.2645486	3134.93	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1
10499	1.79e-04	1.69e-05	0.0459	4.30249	0.1976079	1859.09	NCOA2	nuclear receptor coactivator 2
91663	1.80e-04	1.70e-05	0.0971	-4.300982	-0.4177909	2919	MYADM	myeloid associated differentiation marker
54361	1.80e-04	1.70e-05	0.2074	-4.300669	-0.8918996	87.05	WNT4	Wnt family member 4
63915	1.82e-04	1.72e-05	0.1084	-4.298995	-0.4658063	277.91	BLOC1S5	biogenesis of lysosomal organelles complex 1 subunit 5
101929705	1.82e-04	1.72e-05	0.1737	-4.298468	-0.7467008	138.53	SCIRT	stem cell inhibitory RNA transcript
51479	1.84e-04	1.74e-05	0.0482	4.296201	0.2072169	3901.61	ANKFY1	ankyrin repeat and FYVE domain containing 1
201895	1.85e-04	1.75e-05	0.0606	-4.294504	-0.2604343	1077.31	SMIM14	small integral membrane protein 14
283638	1.86e-04	1.76e-05	0.0491	4.293143	0.2107402	5072.74	CEP170B	centrosomal protein 170B
84302	1.87e-04	1.77e-05	0.0557	4.292078	0.2390011	956.32	PGAP4	post-GPI attachment to proteins GalNAc transferase 4
79875	1.89e-04	1.79e-05	0.104	-4.289424	-0.4461906	780.37	THSD4	thrombospondin type 1 domain containing 4
4038	1.91e-04	1.81e-05	0.0538	-4.286539	-0.2308036	927.31	LRP4	LDL receptor related protein 4
100526737	1.92e-04	1.82e-05	0.0989	4.286057	0.4237988	1207.74	RBM14-RBM4	RBM14-RBM4 readthrough
168455	1.92e-04	1.82e-05	0.0713	-4.285328	-0.3054312	668.97	CCDC71L	coiled-coil domain containing 71 like
2811	1.92e-04	1.83e-05	0.0976	-4.285226	-0.4182488	241.22	GP1BA	glycoprotein Ib platelet subunit alpha
79002	1.92e-04	1.82e-05	0.0453	4.285414	0.1940419	2753.9	TRIR	telomerase RNA component interacting RNase
54413	1.94e-04	1.84e-05	0.1358	-4.283318	-0.5814947	176.27	NLGN3	neuroligin 3
4237	1.94e-04	1.85e-05	0.0484	4.282394	0.2073104	1067.25	MFAP2	microfibril associated protein 2
90441	1.95e-04	1.86e-05	0.0911	4.280835	0.3901152	982.72	ZNF622	zinc finger protein 622
2011	1.95e-04	1.86e-05	0.043	4.280945	0.1839229	2118.01	MARK2	microtubule affinity regulating kinase 2
54620	1.96e-04	1.87e-05	0.072	4.279933	0.3083074	2386.37	FBXL19	F-box and leucine rich repeat protein 19
51533	1.99e-04	1.90e-05	0.1494	-4.276216	-0.6389671	259.95	PHF7	PHD finger protein 7
3882	2.02e-04	1.93e-05	0.2543	4.273299	1.0866577	71.78	KRT32	keratin 32
89790	2.02e-04	1.93e-05	0.2505	-4.273095	-1.0705365	30.46	SIGLEC10	sialic acid binding Ig like lectin 10
554	2.02e-04	1.93e-05	0.3893	4.272829	1.6633186	66.04	AVPR2	arginine vasopressin receptor 2
7755	2.02e-04	1.93e-05	0.0569	4.272351	0.2429558	621.1	ZNF205	zinc finger protein 205
55450	2.03e-04	1.94e-05	0.0881	-4.271567	-0.3762016	599.84	CAMK2N1	calcium/calmodulin dependent protein kinase II inhibitor 1
1107	2.04e-04	1.95e-05	0.0344	-4.270254	-0.1468713	4508.71	CHD3	chromodomain helicase DNA binding protein 3
79819	2.04e-04	1.95e-05	0.1165	4.270023	0.4972587	133.75	DNAI4	dynein axonemal intermediate chain 4
10769	2.04e-04	1.96e-05	0.0965	4.26958	0.4119896	3056.26	PLK2	polo like kinase 2
91748	2.05e-04	1.97e-05	0.0682	-4.268761	-0.291103	1901.8	MIDEAS	mitotic deacetylase associated SANT domain protein
283748	2.06e-04	1.97e-05	0.3286	4.267707	1.4021738	22.03	PLA2G4D	phospholipase A2 group IVD
6457	2.07e-04	1.98e-05	0.1748	-4.266805	-0.745717	73.71	SH3GL3	SH3 domain containing GRB2 like 3, endophilin A3
1848	2.07e-04	1.99e-05	0.1332	-4.266118	-0.5682536	10814.59	DUSP6	dual specificity phosphatase 6
105374584	2.10e-04	2.02e-05	0.1777	-4.262945	-0.7574976	57.82	LOC105374584	uncharacterized LOC105374584
84865	2.12e-04	2.03e-05	0.112	4.261153	0.4774284	564.34	CCDC142	coiled-coil domain containing 142
51534	2.13e-04	2.04e-05	0.0522	4.25995	0.2221782	2935.43	VTA1	vesicle trafficking 1
9533	2.13e-04	2.05e-05	0.0715	4.259643	0.3044294	1856.38	POLR1C	RNA polymerase I and III subunit C
5872	2.13e-04	2.05e-05	0.0384	4.259202	0.1637198	3177.82	RAB13	RAB13, member RAS oncogene family
79624	2.13e-04	2.05e-05	0.0527	-4.258962	-0.2244942	1362.5	ARMT1	acidic residue methyltransferase 1
1020	2.13e-04	2.06e-05	0.0611	4.258594	0.2602315	669.38	CDK5	cyclin dependent kinase 5
3692	2.14e-04	2.06e-05	0.0739	4.258117	0.3145431	4571.81	EIF6	eukaryotic translation initiation factor 6
81875	2.16e-04	2.08e-05	0.0975	4.255831	0.4149631	1699.87	ISG20L2	interferon stimulated exonuclease gene 20 like 2
5705	2.18e-04	2.10e-05	0.0402	4.253797	0.1711596	5690.84	PSMC5	proteasome 26S subunit, ATPase 5
177	2.19e-04	2.11e-05	0.0872	-4.252541	-0.3709842	358	AGER	advanced glycosylation end-product specific receptor
101928111	2.19e-04	2.12e-05	0.1897	-4.251881	-0.8067726	47.5	HDAC4-AS1	HDAC4 antisense RNA 1
55028	2.21e-04	2.14e-05	0.0413	4.249613	0.1754718	1609.15	C17orf80	chromosome 17 open reading frame 80
23157	2.21e-04	2.14e-05	0.0675	-4.249492	-0.2869013	790.46	SEPTIN6	septin 6
105372481	2.21e-04	2.14e-05	0.094	4.249294	0.3993175	410.14	ERVK3-1	endogenous retrovirus group K3 member 1
55787	2.22e-04	2.15e-05	0.0409	4.248355	0.1738691	1886.6	TXLNG	taxilin gamma
140711	2.23e-04	2.16e-05	0.1283	4.247994	0.545008	88.57	TLDC2	TBC/LysM-associated domain containing 2
388581	2.25e-04	2.19e-05	0.1557	-4.244916	-0.6607968	73.74	C1QTNF12	C1q and TNF related 12
6854	2.25e-04	2.19e-05	0.0752	-4.244982	-0.319062	394.32	SYN2	synapsin II
8904	2.25e-04	2.19e-05	0.0338	4.24483	0.1434805	5873.5	CPNE1	copine 1
158747	2.27e-04	2.20e-05	0.0719	-4.243276	-0.3052594	479.68	MOSPD2	motile sperm domain containing 2
10019	2.27e-04	2.21e-05	0.0768	-4.242589	-0.3259792	1530.05	SH2B3	SH2B adaptor protein 3
6715	2.28e-04	2.22e-05	0.0974	4.241738	0.4132555	1301.13	SRD5A1	steroid 5 alpha-reductase 1
605	2.30e-04	2.24e-05	0.0547	4.239949	0.2317909	786.92	BCL7A	BAF chromatin remodeling complex subunit BCL7A
112464	2.33e-04	2.27e-05	0.1087	-4.236804	-0.4606172	159.33	CAVIN3	caveolae associated protein 3
123803	2.34e-04	2.28e-05	0.0638	-4.235939	-0.2702263	708.12	NTAN1	N-terminal asparagine amidase
153328	2.35e-04	2.29e-05	0.1601	-4.234295	-0.6780088	67.96	SLC25A48	solute carrier family 25 member 48
1152	2.37e-04	2.31e-05	0.041	-4.232765	-0.1736318	11385.99	CKB	creatine kinase B
5797	2.37e-04	2.31e-05	0.1009	4.23254	0.4268773	554.25	PTPRM	protein tyrosine phosphatase receptor type M
57337	2.37e-04	2.31e-05	0.0641	-4.232119	-0.2714885	741.06	SENP7	SUMO specific peptidase 7
9091	2.38e-04	2.32e-05	0.0892	4.231627	0.3772866	632.2	PIGQ	phosphatidylinositol glycan anchor biosynthesis class Q
554313	2.38e-04	2.32e-05	0.2778	4.231499	1.1753514	18.52	H4C15	H4 clustered histone 15
26220	2.38e-04	2.33e-05	0.1683	-4.230652	-0.712182	123.26	DGCR5	DiGeorge syndrome critical region gene 5
23253	2.38e-04	2.33e-05	0.0847	-4.230357	-0.358269	1633.2	ANKRD12	ankyrin repeat domain 12
23187	2.39e-04	2.34e-05	0.0612	4.229941	0.258691	2042.93	PHLDB1	pleckstrin homology like domain family B member 1
5265	2.40e-04	2.35e-05	0.1225	-4.22883	-0.5179221	212.99	SERPINA1	serpin family A member 1
51465	2.41e-04	2.36e-05	0.0596	4.227395	0.2518531	1628.51	UBE2J1	ubiquitin conjugating enzyme E2 J1
107984533	2.42e-04	2.37e-05	0.3798	-4.226861	-1.6052623	12.97	LOC107984533	uncharacterized LOC107984533
29028	2.46e-04	2.41e-05	0.0862	-4.223226	-0.3641591	7567.74	ATAD2	ATPase family AAA domain containing 2
6744	2.46e-04	2.42e-05	0.035	-4.222439	-0.1476248	64105.7	ITPRID2	ITPR interacting domain containing 2
